phylum_name;species_name;lat;lon;country;province_state;region;sector;exactsite
Arthropoda;Eriphia verrucosa;37,7;-25,5;Portugal;Azores;Sao Miguel;;Cerco da Caloura
Arthropoda;Clibanarius erythropus;37,7;-25,5;Portugal;Azores;Sao Miguel;;Cerco da Caloura
Arthropoda;Dromia personata;37,7;-25,5;Portugal;Azores;Sao Miguel;;Cerco da Caloura
Arthropoda;Dromia personata;37,73;-25,1;Portugal;Azores;Sao Miguel;;Faial da Terra
Arthropoda;Dardanus calidus;37,73;-25,1;Portugal;Azores;Sao Miguel;;Faial da Terra
Arthropoda;Dardanus calidus;37,73;-25,1;Portugal;Azores;Sao Miguel;;Faial da Terra
Arthropoda;Eriphia verrucosa;37,73;-25,64;Portugal;Azores;Sao Miguel;;S.Roque
Arthropoda;Clibanarius erythropus;37,28;13,47;Italy;Sicily;Scala dei Turrchi;;
Arthropoda;Clibanarius erythropus;37,28;13,47;Italy;Sicily;Scala dei Turrchi;;
Arthropoda;Clibanarius erythropus;37,28;13,47;Italy;Sicily;Scala dei Turrchi;;
Arthropoda;Clibanarius erythropus;37,93;-8,82;Portugal;Canaries;Alentejo Litoral;Setubal;
Arthropoda;Clibanarius erythropus;37,93;-8,82;Portugal;Canaries;Alentejo Litoral;Setubal;
Arthropoda;Clibanarius erythropus;37,93;-8,82;Portugal;Canaries;Alentejo Litoral;Setubal;
Arthropoda;Clibanarius erythropus;37,93;-8,82;Portugal;Canaries;Alentejo Litoral;Setubal;
Arthropoda;Galathea squamifera;59,658;10,611;Norway;;;;
Arthropoda;Galathea squamifera;59,658;10,611;Norway;;;;
Mollusca;Clio pyramidata;24,18;-109,63;Pacific Ocean;;;;
Mollusca;Clio pyramidata;43,5;7,2;Atlantic Ocean;;;;
Mollusca;Clio pyramidata;17,82;28,7;Sudan;;;;
Mollusca;Clio pyramidata;42,58;27,48;Bulgaria;;;;
Mollusca;Clio pyramidata;48,07;29,33;Ukraine;;;;
Mollusca;Clio pyramidata;48,07;29,33;Ukraine;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;3,21;-14,6;Atlantic Ocean;;northeast region;;
Mollusca;Clio pyramidata;3,51;-14,01;Atlantic Ocean;;northeast region;;
Mollusca;Clio pyramidata;33,52;-69,96;Atlantic Ocean;;northwest region;;
Mollusca;Clio pyramidata;33,52;-69,96;Atlantic Ocean;;northwest region;;
Mollusca;Clio pyramidata;-16,02;119,32;Indian Ocean;;southeast region;;
Mollusca;Clio pyramidata;-16,02;119,32;Indian Ocean;;southeast region;;
Mollusca;Clio pyramidata;24,75;-40,08;Atlantic Ocean;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;31,6461;-64,2033;Bermuda;;;;
Mollusca;Clio pyramidata;31,6461;-64,2033;Bermuda;;;;
Mollusca;Clio pyramidata;-57,638;-50,365;Antarctica;;;;
Mollusca;Clio pyramidata;24,18;-109,63;Pacific Ocean;;;;
Mollusca;Clio pyramidata;-45,22;-44,62;Atlantic Ocean;;;;
Mollusca;Clio pyramidata;57,17;31,12;Russia;;;;
Mollusca;Clio pyramidata;NA;NA;;;Bay of Bengal;;
Mollusca;Clio pyramidata;19,5;85,45;India;;;;
Mollusca;Clio pyramidata;42,58;27,48;Bulgaria;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;11,38;-20,35;Atlantic Ocean;;northeast region;;
Mollusca;Clio pyramidata;-50;149,42;Southern Ocean;;;;
Mollusca;Clio pyramidata;-66,67;73,04;Antarctica;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Arthropoda;Dynamene magnitorata;37,0761;-8,27678;Portugal;Canaries;Portugal South;Arrifes;
Arthropoda;Dynamene magnitorata;37,0761;-8,27678;Portugal;Canaries;Portugal South;Arrifes;
Arthropoda;Dynamene magnitorata;37,0761;-8,27678;Portugal;Canaries;Portugal South;Arrifes;
Arthropoda;Dynamene magnitorata;37,087;-8,66772;Portugal;Canaries;Portugal South;Lagos;
Arthropoda;Dynamene magnitorata;39,3724;-9,37755;Portugal;Canaries;Portugal West;Peniche;
Arthropoda;Dynamene magnitorata;39,3724;-9,37755;Portugal;Canaries;Portugal West;Peniche;
Arthropoda;Dynamene magnitorata;43,322;-8,873;Spain;Continental Iberia;;Barizo;
Arthropoda;Dynamene magnitorata;43,322;-8,873;Spain;Continental Iberia;;Barizo;
Arthropoda;Dynamene magnitorata;43,093;-9,223;Spain;Continental Iberia;;Muxia;
Arthropoda;Dynamene magnitorata;43,093;-9,223;Spain;Continental Iberia;;Muxia;
Arthropoda;Dynamene magnitorata;43,093;-9,223;Spain;Continental Iberia;;Muxia;
Arthropoda;Dynamene magnitorata;43,093;-9,223;Spain;Continental Iberia;;Muxia;
Arthropoda;Dynamene magnitorata;43,556;-8,275;Spain;Continental Iberia;;Pedreira;
Arthropoda;Dynamene magnitorata;28,842;-17,794;Spain;Canary Islands;La Palma;La Fajana;
Arthropoda;Dynamene magnitorata;37,076;-8,277;Portugal;Canaries;Portugal South;Arrifes;
Arthropoda;Dynamene magnitorata;37,076;-8,277;Portugal;Canaries;Portugal South;Arrifes;
Arthropoda;Dynamene magnitorata;37,1;-8,667;Portugal;Canaries;Portugal South;Lagos;
Arthropoda;Dynamene magnitorata;37,1;-8,667;Portugal;Canaries;Portugal South;Lagos;
Arthropoda;Dynamene magnitorata;40,176;-8,901;Portugal;Canaries;Portugal West;Buarcos;
Arthropoda;Dynamene magnitorata;40,176;-8,901;Portugal;Canaries;Portugal West;Buarcos;
Arthropoda;Dynamene magnitorata;40,176;-8,901;Portugal;Canaries;Portugal West;Buarcos;
Arthropoda;Dynamene magnitorata;39,372;-9,378;Portugal;Canaries;Portugal West;Peniche;
Arthropoda;Dynamene magnitorata;39,372;-9,378;Portugal;Canaries;Portugal West;Peniche;
Arthropoda;Dynamene magnitorata;39,372;-9,378;Portugal;Canaries;Portugal West;Peniche;
Arthropoda;Dynamene magnitorata;38,683;-27,058;Portugal;Azores;Terceira;Porto Martins;
Arthropoda;Dynamene magnitorata;38,683;-27,058;Portugal;Azores;Terceira;Porto Martins;
Arthropoda;Dynamene magnitorata;43,093;-9,223;Spain;Continental Iberia;;Muxia;
Arthropoda;Dynamene magnitorata;38,675;-27,33;Portugal;Azores;Terceira;Cinco Ribeiras;
Arthropoda;Dynamene magnitorata;36,95;-25,095;Portugal;Azores;Santa Maria;Praia Formosa;
Arthropoda;Dynamene magnitorata;36,95;-25,095;Portugal;Azores;Santa Maria;Praia Formosa;
Arthropoda;Dynamene magnitorata;37,715;-25,487;Portugal;Azores;Sao Miguel;Ribeira Cha;
Arthropoda;Dynamene magnitorata;37,715;-25,487;Portugal;Azores;Sao Miguel;Ribeira Cha;
Arthropoda;Dynamene magnitorata;37,715;-25,487;Portugal;Azores;Sao Miguel;Ribeira Cha;
Arthropoda;Dynamene magnitorata;37,715;-25,487;Portugal;Azores;Sao Miguel;Ribeira Cha;
Arthropoda;Dynamene magnitorata;37,715;-25,487;Portugal;Azores;Sao Miguel;Ribeira Cha;
Arthropoda;Dynamene magnitorata;37,715;-25,487;Portugal;Azores;Sao Miguel;Ribeira Cha;
Arthropoda;Dexamine spiniventris;41,47;-8,79;Portugal;Canaries;Minho, Litoral Norte;Parque Natural Litoral Norte;Ramalha
Arthropoda;Dexamine spiniventris;41,47;-8,79;Portugal;Canaries;Minho, Litoral Norte;Parque Natural Litoral Norte;Ramalha
Arthropoda;Dexamine spiniventris;41,47;-8,79;Portugal;Canaries;Minho, Litoral Norte;Parque Natural Litoral Norte;Ramalha
Arthropoda;Dynamene magnitorata;41,6938;-8,85118;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Praia Norte (Sul)
Arthropoda;Dynamene magnitorata;41,6938;-8,85118;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Praia Norte (Sul)
Arthropoda;Dynamene magnitorata;41,6938;-8,85118;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Praia Norte (Sul)
Arthropoda;Dexamine spiniventris;41,694;-8,851;Portugal;Continental Iberia;Litoral Norte;Viana do Castelo;Praia Norte (Sul)
Arthropoda;Euchaeta marina;NA;NA;;;;;
Mollusca;Clio pyramidata;42,58;27,48;Bulgaria;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Mollusca;Clio pyramidata;NA;NA;;;;;
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Arthropoda;Ericthonius punctatus;54,148;7,9;North Sea;;German Bight;;Tiefe Rinne
Echinodermata;Echinocardium cordatum;54,37;7,088;North Sea;;Box A;;
Echinodermata;Echinocardium cordatum;54,37;7,088;North Sea;;Box A;;
Echinodermata;Echinocyamus pusillus;54,146;7,888;North Sea;;Doggerbank;;
Echinodermata;Echinocardium cordatum;55,209;6,985;North Sea;;Station 571;;
Echinodermata;Echinocardium cordatum;55,209;6,985;North Sea;;Station 571;;
Echinodermata;Echinocardium cordatum;54,804;3,738;North Sea;;Station 577;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Coscinasterias tenuispina;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;42,53;132,43;Russia;;;;
Echinodermata;Echinocardium cordatum;42,37;131,07;Russia;;;;
Echinodermata;Echinocardium cordatum;42,37;131,07;Russia;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;42,36;131,1;Russia;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;54,873;-0,958;North Sea;;Station 269;;
Echinodermata;Echinocardium cordatum;54,37;7,088;North Sea;;Box A;;
Echinodermata;Echinocardium cordatum;55,209;6,985;North Sea;;Station 571;;
Echinodermata;Echinocardium cordatum;55,865;12,747;Sweden;;Oeresund;;
Echinodermata;Echinocyamus pusillus;55,892;12,752;Sweden;;Oeresund;;
Echinodermata;Echinocyamus pusillus;58,881;10,819;Sweden;;Skagerrak;;
Arthropoda;Ericthonius punctatus;58,467;10,815;Sweden;;Skagerrak;;
Arthropoda;Echinogammarus marinus;41,683;-8,826;Portugal;Continental Iberia;Viana do Castelo;Viana do Castelo;Estuario do Lima (Cabedelo)
Arthropoda;Echinogammarus marinus;41,683;-8,826;Portugal;Continental Iberia;Viana do Castelo;Viana do Castelo;Estuario do Lima (Cabedelo)
Arthropoda;Echinogammarus marinus;51,88;-9,58;Ireland;;Kerry;Kenmare;
Arthropoda;Echinogammarus marinus;51,88;-9,58;Ireland;;Kerry;Kenmare;
Arthropoda;Echinogammarus marinus;57,4;-6,2;United Kingdom;Scotland;;Isle of Skye;Duntulm
Arthropoda;Echinogammarus marinus;58,15;11,28;Sweden;;Gulmar Fjord;Fiskebackskil;Klubban Field Station
Arthropoda;Echinogammarus marinus;58,15;11,28;Sweden;;Gulmar Fjord;Fiskebackskil;Klubban Field Station
Arthropoda;Echinogammarus marinus;54,17;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,17;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,17;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,17;7,899;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Echinodermata;Echinocardium flavescens;60,37;2,478;North Sea;;Box M;;
Echinodermata;Echinocardium flavescens;60,37;2,478;North Sea;;Box M;;
Echinodermata;Echinocardium flavescens;60,37;2,478;North Sea;;Box M;;
Echinodermata;Echinocardium flavescens;60,37;2,478;North Sea;;Box M;;
Echinodermata;Echinocardium flavescens;60,37;2,478;North Sea;;Box M;;
Echinodermata;Echinocardium cordatum;54,37;7,088;North Sea;;Box A;;
Echinodermata;Echinocardium cordatum;54,37;7,088;North Sea;;Box A;;
Echinodermata;Echinocardium cordatum;54,37;7,088;North Sea;;Box A;;
Echinodermata;Echinocardium cordatum;55,209;6,985;North Sea;;Station 571;;
Echinodermata;Echinocardium cordatum;54,804;3,738;North Sea;;Station 577;;
Echinodermata;Echinocardium flavescens;54,804;3,738;North Sea;;Station 577;;
Echinodermata;Echinocardium flavescens;54,804;3,738;North Sea;;Station 577;;
Echinodermata;Echinocardium flavescens;54,804;3,738;North Sea;;Station 577;;
Echinodermata;Echinocardium flavescens;54,804;3,738;North Sea;;Station 577;;
Arthropoda;Echinogammarus marinus;64,04;-22,71;Iceland;Sudurland;;;Sandgerdi Marine Centre
Arthropoda;Echinogammarus marinus;64,04;-22,71;Iceland;Sudurland;;;Sandgerdi Marine Centre
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;42,53;132,43;Russia;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;43,47;131,57;Russia;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;;;;;
Echinodermata;Echinocardium flavescens;NA;NA;;;;;
Echinodermata;Echinocardium cordatum;NA;NA;South Korea;;Seungbongdo Island,Yellow Sea;;
Echinodermata;Echinocardium cordatum;NA;NA;Germany;;;;
Echinodermata;Echinocardium flavescens;54,873;-0,958;North Sea;;Station 269;;
Echinodermata;Echinocardium flavescens;54,873;-0,958;North Sea;;Station 269;;
Echinodermata;Echinocardium cordatum;55,209;6,985;North Sea;;Station 571;;
Echinodermata;Echinocardium flavescens;60,37;2,478;North Sea;;Box M;;
Echinodermata;Echinocardium flavescens;56,09;1,215;North Sea;;Station 266;;
Echinodermata;Echinocardium flavescens;56,09;1,215;North Sea;;Station 266;;
Echinodermata;Echinocardium flavescens;54,873;-0,958;North Sea;;Station 269;;
Echinodermata;Echinocardium flavescens;56,09;1,215;North Sea;;Station 266;;
Echinodermata;Echinocardium flavescens;54,804;3,738;North Sea;;Station 577;;
Echinodermata;Echinocardium cordatum;58,971;11,075;Sweden;;Skagerrak;;
Echinodermata;Echinocardium flavescens;57,321;11,441;Sweden;;Kattegatt;;
Arthropoda;Echinogammarus marinus;41,683;-8,826;Portugal;Continental Iberia;Viana do Castelo;Viana do Castelo;Estuario do Lima (Cabedelo)
Arthropoda;Echinogammarus marinus;51,88;-9,58;Ireland;;Kerry;Kenmare;
Arthropoda;Echinogammarus marinus;53,13;-4,09;United Kingdom;Wales;NW Wales, Anglesey;Rhosneiger;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,17;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,17;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;54,169;7,898;North Sea;;German Bight;Helgoland;
Arthropoda;Echinogammarus marinus;65,17;-19,019;Iceland;;;;
Arthropoda;Echinogammarus marinus;41,52;-8,5;Portugal;Canaries;Minho, Litoral Norte;Caminha;Minho Estuary
Arthropoda;Echinogammarus marinus;41,52;-8,5;Portugal;Canaries;Minho, Litoral Norte;Caminha;Minho Estuary
Arthropoda;Echinogammarus marinus;64,04;-22,71;Iceland;Sudurland;;;Sandgerdi Marine Centre
Arthropoda;Echinogammarus marinus;64,04;-22,71;Iceland;Sudurland;;;Sandgerdi Marine Centre
Arthropoda;Echinogammarus marinus;NA;NA;Norway;;Bergin;;
Porifera;Cliona viridis;NA;NA;;;;;
Porifera;Erylus discophorus;NA;NA;Slovenia;;;;
Porifera;Cliona viridis;37,0693;8,3311;Portugal;Continental Iberia;Gale Alta;;
Porifera;Cliona viridis;37,0693;8,3311;Portugal;Continental Iberia;Gale Alta;;
Porifera;Cliona viridis;37,0693;8,3311;Portugal;Continental Iberia;Gale Alta;;
Porifera;Cliona viridis;37,0693;8,3311;Portugal;Continental Iberia;Gale Alta;;
Mollusca;Coralliophila meyendorffii;41,18;13,07;Italy;;Cape Circeo;;
Mollusca;Coralliophila meyendorffii;NA;NA;;;;;
Porifera;Clathrina clathrus;NA;NA;;;;;
Porifera;Clathrina clathrus;NA;NA;;;;;
Porifera;Erylus mamillaris;NA;NA;;;;;
Porifera;Erylus discophorus;NA;NA;;;;;
Bryozoa;Disporella hispida;NA;NA;;;;;
Porifera;Halicnemia patera;NA;NA;;;;;
Porifera;Clathrina clathrus;NA;NA;Italy;;Isola Del Giglio;;
Arthropoda;Cyamus erraticus;NA;NA;United States;Massachusetts;Wellfleet,Massachusetts, 21iv99;;
Arthropoda;Cyamus boopis;NA;NA;United States;Alaska;Glacier Bay,Alaska, 16vii01;;
Arthropoda;Cyamus ovalis;NA;NA;Canada;Nova Scotia;Freeport,Nova Scotia, 20viii97;;
Arthropoda;Cyamus ovalis;NA;NA;Argentina;;Pto. Piramides,Golfo Nuevo, Peninsula Valdes, 3xi99;;
Arthropoda;Cyamus erraticus;NA;NA;United States;Massachusetts;Wellfleet,Massachusetts, 21iv99;;
Arthropoda;Cyamus erraticus;NA;NA;Canada;;Bay of Fundy;13ix99;
Arthropoda;Cyamus erraticus;NA;NA;Japan;;Hitachi City;;
Arthropoda;Cyamus erraticus;NA;NA;Argentina;;Pto. Piramides,Golfo Nuevo, Peninsula Valdes, 3xi99;;
Arthropoda;Cyamus erraticus;NA;NA;Argentina;;Pta. Tehuelche,Golfo San Jose, Peninsula Valdes, 17xi95;;
Arthropoda;Cyamus erraticus;NA;NA;Argentina;;Pta. Tehuelche,Golfo San Jose, Peninsula Valdes, 17xi95;;
Arthropoda;Cyamus erraticus;NA;NA;South Africa;;Cape,16ix99;;
Arthropoda;Cyamus ovalis;NA;NA;Argentina;;Fracaso,Golfo San Jose, Peninsula Valdes, 15x00;;
Arthropoda;Cyamus ovalis;NA;NA;Argentina;;Peninsula Valdes,5v95;;
Arthropoda;Cyamus ovalis;NA;NA;Argentina;;Pto. Piramides,Golfo Nuevo, Peninsula Valdes, 3xi99;;
Arthropoda;Cyamus ovalis;NA;NA;Argentina;;Pto. Piramides,Golfo Nuevo, Peninsula Valdes, 3xi99;;
Arthropoda;Cyamus ovalis;NA;NA;Argentina;;Pto. Piramides,Golfo Nuevo, Peninsula Valdes, 3xi99;;
