Phylum;Species;Status;Region
Arthropoda;Abludomelita gladiosa;Native;Azores
Arthropoda;Abludomelita obtusata;Native;Azores
Mollusca;Abra alba;Native;Azores
Mollusca;Abraliopsis (Abraliopsis) morisii;Native;Azores
Cnidaria;Acanella arbuscula;Native;Azores
Porifera;Acanthella erecta;Native;Azores
Arthropoda;Acanthephyra eximia;Native;Azores
Arthropoda;Acanthephyra pelagica;Native;Azores
Arthropoda;Acanthephyra purpurea;Native;Azores
Mollusca;Acanthocardia aculeata;Native;Azores
Mollusca;Acanthochitona fascicularis;Native;Azores
Cnidaria;Acanthogorgia armata;Native;Azores
Cnidaria;Acanthogorgia hirsuta;Native;Azores
Arthropoda;Acanthonyx brevifrons;Native;Azores
Arthropoda;Acanthonyx lunulatus;Native;Azores
Arthropoda;Acartia (Acartia) danae;Native;Azores
Arthropoda;Acartia (Acartia) negligens;Native;Azores
Mollusca;Acesta excavata;Native;Azores
Arthropoda;Achaeus cranchii;Native;Azores
Arthropoda;Achaeus gracilis;Native;Azores
Arthropoda;Achelia anomala;Native;Azores
Arthropoda;Achelia echinata;Native;Azores
Mollusca;Acirsa subdecussata;Native;Azores
Cnidaria;Acryptolaria conferta;Native;Azores
Cnidaria;Acryptolaria crassicaulis;Native;Azores
Cnidaria;Acryptolaria longitheca;Native;Azores
Cnidaria;Actinia equina;Native;Azores
Cnidaria;Actinia mediterranea;Native;Azores
Cnidaria;Actinia sali;Native;Azores
Arthropoda;Aegapheles deshaysiana;Native;Azores
Mollusca;Aegires sublaevis;Native;Azores
Mollusca;Aeolidiella sanguinea;Native;Azores
Mollusca;Aequipecten commutatus;Native;Azores
Mollusca;Aequipecten opercularis;Native;Azores
Bryozoa;Aetea anguina;Native;Azores
Bryozoa;Aetea sica;Native;Azores
Arthropoda;Agauopsis brevipalpus;Native;Azores
Cnidaria;Aglaophenia acacia;Native;Azores
Cnidaria;Aglaophenia lophocarpa;Native;Azores
Cnidaria;Aglaophenia octodonta;Native;Azores
Cnidaria;Aglaophenia picardi;Native;Azores
Cnidaria;Aglaophenia pluma;Native;Azores
Cnidaria;Aglaophenia tubulifera;Native;Azores
Cnidaria;Aglaophenopsis cartieri;Native;Azores
Cnidaria;Aglaura hemistoma;Native;Azores
Cnidaria;Aiptasia mutabilis;Native;Azores
Mollusca;Akera bullata;Native;Azores
Arthropoda;Albunea carabus;Native;Azores
Cnidaria;Alcyonium burmedju;Native;Azores
Cnidaria;Alcyonium glomeratum;Native;Azores
Cnidaria;Alcyonium maristenebrosi;Native;Azores
Mollusca;Aldisa binotata;Native;Azores
Cnidaria;Alicia mirabilis;Native;Azores
Chordata;Alloeocarpa loculosa;NIS;Azores
Arthropoda;Alpheopsis azorica;Native;Azores
Arthropoda;Alpheopsis trispinosa;Native;Azores
Arthropoda;Alpheus bouvieri;Native;Azores
Arthropoda;Alpheus dentipes;Native;Azores
Arthropoda;Alpheus macrocheles;Native;Azores
Arthropoda;Alpheus platydactylus;Native;Azores
Mollusca;Alvania abstersa;Native;Azores
Mollusca;Alvania angioyi;Native;Azores
Mollusca;Alvania cancellata;Native;Azores
Mollusca;Alvania cimicoides;Native;Azores
Mollusca;Alvania formicarum;Native;Azores
Mollusca;Alvania internodula;Native;Azores
Mollusca;Alvania lamellata;Native;Azores
Mollusca;Alvania mediolittoralis;Native;Azores
Mollusca;Alvania platycephala;Native;Azores
Mollusca;Alvania poucheti;Native;Azores
Mollusca;Alvania sleursi;Native;Azores
Mollusca;Alvania tarsodes;Native;Azores
Bryozoa;Amathia citrina;Native;Azores
Bryozoa;Amathia gracilis;NIS;Azores
Bryozoa;Amathia lendigera;Native;Azores
Bryozoa;Amathia verticillata;NIS;Azores
Arthropoda;Amigdoscalpellum rigidum;Native;Azores
Mollusca;Ammonicera fischeriana;Native;Azores
Mollusca;Ammonicera lignea;Native;Azores
Mollusca;Ammonicera rota;Native;Azores
Arthropoda;Ammothella longipes;Native;Azores
Arthropoda;Ampelisca rubella;Native;Azores
Arthropoda;Amphibalanus amphitrite;NIS;Azores
Arthropoda;Amphibalanus eburneus;NIS;Azores
Arthropoda;Amphibalanus improvisus;NIS;Azores
Annelida;Amphiglena mediterranea;Native;Azores
Arthropoda;Amphilochus manudens;Native;Azores
Cnidaria;Amphinema rugosum;Native;Azores
Cnidaria;Amphisbetia operculata;Native;Azores
Echinodermata;Amphiura chiajei;Native;Azores
Arthropoda;Ampithoe fastidiosa;Native;Azores
Arthropoda;Ampithoe ferox;Native;Azores
Arthropoda;Ampithoe pomboi;Native;Azores
Arthropoda;Ampithoe ramondi;Native;Azores
Arthropoda;Ampithoe rubricata;Native;Azores
Mollusca;Ampullaceana balthica;Native;Azores
Mollusca;Anachis avaroides;Native;Azores
Arthropoda;Anapagurus chiroacanthus;Native;Azores
Arthropoda;Anapagurus laevis;Native;Azores
Arthropoda;Anapagurus longispina;Native;Azores
Arthropoda;Anapagurus pusillus;Native;Azores
Mollusca;Anatoma crispata;Native;Azores
Mollusca;Anatoma janusa;Native;Azores
Arthropoda;Anchialina agilis;Native;Azores
Cnidaria;Anemonia melanaster;Native;Azores
Cnidaria;Anemonia sargassensis;Native;Azores
Mollusca;Anomia ephippium;Native;Azores
Cnidaria;Anomocora fecunda;Native;Azores
Arthropoda;Anoplodactylus amora;Native;Azores
Arthropoda;Anoplodactylus angulatus;Native;Azores
Arthropoda;Anoplodactylus iuleus;Native;Azores
Arthropoda;Anoplodactylus petiolatus;Native;Azores
Arthropoda;Anoplodactylus virescens;Native;Azores
Echinodermata;Anseropoda placenta;Native;Azores
Echinodermata;Antedon bifida;Native;Azores
Cnidaria;Antennella ansini;Native;Azores
Cnidaria;Antennella secundaria;Native;Azores
Porifera;Antho (Acarnia) elegans;Native;Azores
Porifera;Antho (Antho) involvens;Native;Azores
Cnidaria;Anthohebella parasitica;Native;Azores
Cnidaria;Anthopleura ballii;Native;Azores
Cnidaria;Anthothoe affinis;Native;Azores
Arthropoda;Anthura gracilis;Native;Azores
Cnidaria;Antipathella subpinnata;Native;Azores
Cnidaria;Antipathella wollastoni;Native;Azores
Cnidaria;Antipathozoanthus macaronesicus;Native;Azores
Arthropoda;Aora atlantidea;Native;Azores
Arthropoda;Aora gracilis;Native;Azores
Arthropoda;Aora spinicornis;Native;Azores
Arthropoda;Aora typica;Native;Azores
Arthropoda;Aoroides longimerus;NIS;Azores
Arthropoda;Apherusa jurinei;Native;Azores
Chordata;Aplidium appendiculatum;Native;Azores
Chordata;Aplidium bermudae;Native;Azores
Mollusca;Aplus dorbignyi;NIS;Azores
Mollusca;Aplysia depilans;Native;Azores
Mollusca;Aplysia fasciata;Native;Azores
Mollusca;Aplysia parvula;Native;Azores
Mollusca;Aplysia punctata;Native;Azores
Porifera;Aplysina aerophoba;Native;Azores
Mollusca;Aplysiopsis formosa;Native;Azores
Arthropoda;Apohyale perieri;Native;Azores
Arthropoda;Apohyale stebbingi;Native;Azores
Platyhelminthes;Aporhynchus menezesi;Native;Azores
Platyhelminthes;Aporhynchus norvegicus;Native;Azores
Platyhelminthes;Aporhynchus pickeringae;Native;Azores
Echinodermata;Arbacia lixula;Native;Azores
Echinodermata;Arbaciella elegans;Native;Azores
Mollusca;Arca noae;Native;Azores
Mollusca;Arca tetragona;Native;Azores
Arthropoda;Arcoscalpellum michelottianum;Native;Azores
Arthropoda;Argissa hamatipes;Native;Azores
Mollusca;Argonauta argo;Native;Azores
Arthropoda;Arietellus simplex;Native;Azores
Arthropoda;Aristaeomorpha foliacea;Native;Azores
Arthropoda;Aristaeopsis edwardsiana;Native;Azores
Arthropoda;Aristeus antennatus;Native;Azores
Annelida;Armandia polyophthalma;Native;Azores
Mollusca;Asbjornsenia pygmaea;Native;Azores
Chordata;Ascidia fistulosa;Native;Azores
Chordata;Ascidia interrupta;NIS;Azores
Chordata;Ascidia molguloides;Native;Azores
Chordata;Ascidia muricata;Native;Azores
Sipuncula;Aspidosiphon (Aspidosiphon) misakiensis;Native;Azores
Mollusca;Assiminea avilai;Native;Azores
Mollusca;Assiminea eliae;Native;Azores
Arthropoda;Astacilla cornuta;Native;Azores
Arthropoda;Astacilla longicornis;Native;Azores
Mollusca;Astarte sulcata;Native;Azores
Echinodermata;Asterias rubens;Native;Azores
Echinodermata;Asterina gibbosa;Native;Azores
Echinodermata;Astropecten bispinosus;Native;Azores
Echinodermata;Astropecten hermatophilus;Native;Azores
Arthropoda;Atelecyclus undecimdentatus;Native;Azores
Arthropoda;Athanas nitescens;Native;Azores
Mollusca;Atlanta brunnea;Native;Azores
Mollusca;Atlanta peronii;Native;Azores
Mollusca;Atlanta selvagensis;Native;Azores
Mollusca;Pinna rudis;Native;Azores
Porifera;Auletta sycinularia;Native;Azores
Arthropoda;Axelosonia littoralis;Native;Azores
Porifera;Axinella infundibuliformis;Native;Azores
Cnidaria;Azoriella bayeri;Native;Azores
Mollusca;Azorinus chamasolen;Native;Azores
Arthropoda;Balanus spongicola;Native;Azores
Arthropoda;Balanus trigonus;NIS;Azores
Arthropoda;Balssia gasti;Native;Azores
Entoprocta;Barentsia discreta;Native;Azores
Mollusca;Basterotia clancula;Native;Azores
Mollusca;Bathothauma lyromma;Native;Azores
Arthropoda;Bathyamaryllis haswelli;Native;Azores
Arthropoda;Bathycalanus richardi;Native;Azores
Mollusca;Bathymodiolus azoricus;Native;Azores
Arthropoda;Bathynectes maravigna;Native;Azores
Bryozoa;Beania hirtissima;Native;Azores
Bryozoa;Beania mirabilis;Native;Azores
Cnidaria;Bebryce mollis;Native;Azores
Cnidaria;Bedotella armata;Native;Azores
Mollusca;Bela menkhorsti;Native;Azores
Mollusca;Bela nebula;Native;Azores
Mollusca;Berghia verrucicornis;Native;Azores
Mollusca;Berthella plumula;Native;Azores
Mollusca;Berthellina edwardsii;Native;Azores
Bryozoa;Bicellariella ciliata;Native;Azores
Mollusca;Bittium lacteum;Native;Azores
Mollusca;Bittium latreillii;Native;Azores
Mollusca;Bittium nanum;Native;Azores
Arthropoda;Boreomysis arctica;Native;Azores
Mollusca;Boreotrophon dabneyi;Native;Azores
Porifera;Borojevia cerebrum;Native;Azores
Mollusca;Bosemprella incarnata;Native;Azores
Chordata;Botryllus schlosseri;NIS;Azores
Mollusca;Botryphallus ovummuscae;Native;Azores
Cnidaria;Bougainvillia macloviana;NIS;Azores
Arthropoda;Brachycarpus biunguiculatus;Native;Azores
Mollusca;Brachystomia carrozzai;Native;Azores
Mollusca;Bractechlamys corallinoides;Native;Azores
Annelida;Branchiomma luctuosum;NIS;Azores
Arthropoda;Bresilia saldanhai;Native;Azores
Echinodermata;Brissopsis lyrifera;Native;Azores
Echinodermata;Brissus unicolor;Native;Azores
Mollusca;Brocchinia clenchi;Native;Azores
Porifera;Bubaris vermiculata;Native;Azores
Bryozoa;Bugula neritina;NIS;Azores
Bryozoa;Bugulina simplex;NIS;Azores
Bryozoa;Bugulina stolonifera;NIS;Azores
Mollusca;Bursa scrobilator;Native;Azores
Mollusca;Cabestana cutacea;Native;Azores
Mollusca;Caecum armoricum;Native;Azores
Mollusca;Caecum clarkii;Native;Azores
Mollusca;Caecum gofasi;Native;Azores
Mollusca;Caecum wayae;Native;Azores
Arthropoda;Calanus finmarchicus;Native;Azores
Arthropoda;Calanus helgolandicus;Native;Azores
Arthropoda;Calappa granulata;Native;Azores
Arthropoda;Calappa tuerkayana;Native;Azores
Arthropoda;Calcinus tubularis;Native;Azores
Mollusca;Caliphylla mediterranea;Native;Azores
Arthropoda;Calliopius laeviusculus;Native;Azores
Mollusca;Calliostoma hirondellei;Native;Azores
Mollusca;Calliostoma lividum;Native;Azores
Mollusca;Calliostoma lusitanicum;Native;Azores
Mollusca;Calliostoma militare;Native;Azores
Mollusca;Calliostoma zizyphinum;Native;Azores
Arthropoda;Callipallene emaciata;Native;Azores
Mollusca;Callista chione;Native;Azores
Mollusca;Callochiton septemvalvis;Native;Azores
Cnidaria;Callogorgia verticillata;Native;Azores
Mollusca;Caloria elegans;Native;Azores
Cnidaria;Campanularia hincksii;Native;Azores
Arthropoda;Campecopea hirsuta;Native;Azores
Arthropoda;Campecopea lusitanica;Native;Azores
Arthropoda;Canace nasica;Native;Azores
Arthropoda;Cancer bellianus;Native;Azores
Arthropoda;Cancer pagurus;Native;Azores
Arthropoda;Candacia armata;Native;Azores
Arthropoda;Candacia bipinnata;Native;Azores
Arthropoda;Candacia curta;Native;Azores
Arthropoda;Candacia ethiopica;Native;Azores
Arthropoda;Candacia simplex;Native;Azores
Arthropoda;Candacia varicans;Native;Azores
Cnidaria;Candidella imbricata;Native;Azores
Arthropoda;Caprella acanthifera;Native;Azores
Arthropoda;Caprella andreae;Native;Azores
Arthropoda;Caprella equilibra;Native;Azores
Arthropoda;Caprella linearis;Native;Azores
Arthropoda;Caprella penantis;Native;Azores
Arthropoda;Caprella scaura;NIS;Azores
Arthropoda;Caprella stella;Native;Azores
Arthropoda;Carabodes willmanni;Native;Azores
Arthropoda;Carcinus maenas;Native;Azores
Mollusca;Cardiomya costellata;Native;Azores
Mollusca;Cardita calyculata;Native;Azores
Mollusca;Cardita rufescens;Native;Azores
Arthropoda;Carpias parvus;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) alberti;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) ambrosia;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) calveri;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) cyathus;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) foresti;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) inornata;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) sarsiae;Native;Azores
Cnidaria;Caryophyllia (Caryophyllia) smithii;Native;Azores
Cnidaria;Caryophyllia clavus;Native;Azores
Cnidaria;Caryophyllia communis;Native;Azores
Arthropoda;Catapaguroides iris;Native;Azores
Arthropoda;Catapaguroides megalops;Native;Azores
Arthropoda;Catapaguroides microps;Native;Azores
Mollusca;Cavolinia grandis;Native;Azores
Mollusca;Cavolinia inflexa;Native;Azores
Mollusca;Cavolinia marginata;Native;Azores
Mollusca;Cavolinia tridentata;Native;Azores
Bryozoa;Celleporina fragilis;Native;Azores
Arthropoda;Centropages bradyi;Native;Azores
Arthropoda;Centropages typicus;Native;Azores
Arthropoda;Centropages violaceus;Native;Azores
Echinodermata;Centrostephanus longispinus;Native;Azores
Arthropoda;Ceratothoa oestroides;Native;Azores
Cnidaria;Cereus pedunculatus;Native;Azores
Cnidaria;Cerianthus lloydii;Native;Azores
Mollusca;Cerithiopsis barleei;Native;Azores
Mollusca;Cerithiopsis diadema;Native;Azores
Mollusca;Cerithiopsis fayalensis;Native;Azores
Mollusca;Cerithiopsis jeffreysi;Native;Azores
Mollusca;Cerithiopsis minima;Native;Azores
Mollusca;Cerithiopsis scalaris;Native;Azores
Mollusca;Cerithiopsis tubercularis;Native;Azores
Arthropoda;Chaceon affinis;Native;Azores
Echinodermata;Chaetaster longipes;Native;Azores
Porifera;Chalinula molitba;Native;Azores
Porifera;Chalinula nigra;Native;Azores
Mollusca;Chama gryphoides;Native;Azores
Mollusca;Charonia lampas;Native;Azores
Mollusca;Charonia variegata;Native;Azores
Mollusca;Cheilea equestris;Native;Azores
Mollusca;Cheirodonta pallescens;Native;Azores
Arthropoda;Chelonibia caretta;Native;Azores
Arthropoda;Chondrochelia caldera;Native;Azores
Porifera;Chondrosia reniformis;Native;Azores
Cnidaria;Chrysogorgia agassizii;Native;Azores
Cnidaria;Chrysogorgia quadruplex;Native;Azores
Arthropoda;Chthamalus stellatus;Native;Azores
Echinodermata;Cidaris cidaris;Native;Azores
Mollusca;Cima cylindrica;Native;Azores
Mollusca;Cima minima;Native;Azores
Porifera;Cinachyrella alloclada;NIS;Azores
Arthropoda;Cinetorhynchus rigens;Native;Azores
Mollusca;Cingula trifasciata;Native;Azores
Porifera;Ciocalypta penicillus;Native;Azores
Chordata;Ciona intestinalis;NIS;Azores
Mollusca;Cirsotrema pumiceum;Native;Azores
Porifera;Clathria (Clathria) coralloides;Native;Azores
Porifera;Clathria (Microciona) cleistochela;Native;Azores
Porifera;Clathria (Microciona) spinarcus;Native;Azores
Porifera;Clathria (Microciona) strepsitoxa;Native;Azores
Porifera;Clathrina clathrus;Native;Azores
Porifera;Clathrina coriacea;Native;Azores
Porifera;Clathrina lacunosa;Native;Azores
Chordata;Clavelina lepadiformis;NIS;Azores
Chordata;Clavelina oblonga;NIS;Azores
Mollusca;Clelandella azorica;Native;Azores
Arthropoda;Clibanarius erythropus;Native;Azores
Mollusca;Clio pyramidata;Native;Azores
Porifera;Cliona celata;Native;Azores
Porifera;Cliona viridis;Native;Azores
Cnidaria;Clytia brunescens;Native;Azores
Cnidaria;Clytia hemisphaerica;Native;Azores
Mollusca;Cochlis vittata;Native;Azores
Cnidaria;Coenocyathus cylindricus;Native;Azores
Bryozoa;Collarina macaronensis;Native;Azores
Mollusca;Colpodaspis pusilla;Native;Azores
Mollusca;Columbella adansoni;Native;Azores
Mollusca;Columbella rustica;Native;Azores
Mollusca;Comarmondia gracilis;Native;Azores
Echinodermata;Comissia horrida;Native;Azores
Arthropoda;Conchoderma auritum;Native;Azores
Arthropoda;Conchoderma virgatum;Native;Azores
Mollusca;Conus ermineus;Native;Azores
Arthropoda;Copidognathus fabricii;Native;Azores
Arthropoda;Copidognathus richardi;Native;Azores
Arthropoda;Coralliope parvula;Native;Azores
Mollusca;Coralliophaga lithophagella;Native;Azores
Mollusca;Coralliophila guancha;Native;Azores
Mollusca;Coralliophila meyendorffii;Native;Azores
Arthropoda;Corycaeus speciosus;Native;Azores
Cnidaria;Corynactis viridis;Native;Azores
Cnidaria;Coryne muscoides;Native;Azores
Echinodermata;Coscinasterias tenuispina;Native;Azores
Mollusca;Costulopsis nana;Native;Azores
Mollusca;Crassopleura maravignae;Native;Azores
Porifera;Crella (Pytheas) sigmata;Native;Azores
Porifera;Crella (Yvesia) rosea;Native;Azores
Mollusca;Crenella arenaria;Native;Azores
Mollusca;Creseis acicula;Native;Azores
Mollusca;Creseis conica;Native;Azores
Mollusca;Creseis virgula;Native;Azores
Bryozoa;Cribrilaria innominata;Native;Azores
Bryozoa;Cribrilaria radiata;Native;Azores
Mollusca;Crinophtheiros collinsi;Native;Azores
Bryozoa;Crisia denticulata;Native;Azores
Mollusca;Crisilla postrema;Native;Azores
Mollusca;Crisilla quisquiliarum;Native;Azores
Bryozoa;Crisularia gracilis;Native;Azores
Cnidaria;Crypthelia affinis;Native;Azores
Cnidaria;Crypthelia tenuiseptata;Native;Azores
Cnidaria;Cryptolaria pectinata;Native;Azores
Arthropoda;Cryptosoma cristatum;Native;Azores
Echinodermata;Ctenodiscus crispatus;Native;Azores
Mollusca;Curveulima dautzenbergi;Native;Azores
Mollusca;Cuthona fidenciae;Native;Azores
Cnidaria;Cuvieria huxleyi;Native;Azores
Mollusca;Cuvierina atlantica;Native;Azores
Arthropoda;Cyamus boopis;Native;Azores
Arthropoda;Cyamus erraticus;Native;Azores
Arthropoda;Cyamus ovalis;Native;Azores
Mollusca;Cyerce antillensis;Native;Azores
Mollusca;Cylindriscala mirifica;Native;Azores
Arthropoda;Cymadusa ledoyeri;Native;Azores
Arthropoda;Cymodoce truncata;Native;Azores
Arthropoda;Cyphocaris richardi;Native;Azores
Mollusca;Cyrillia linearis;Native;Azores
Chordata;Cystodytes dellechiajei;NIS;Azores
Chordata;Cystodytes planus;Native;Azores
Mollusca;Dacrydium hyalinum;Native;Azores
Mollusca;Dacrydium viviparum;Native;Azores
Arthropoda;Dardanus arrosor;Native;Azores
Arthropoda;Dardanus calidus;Native;Azores
Cnidaria;Dasmosmilia lymani;Native;Azores
Cnidaria;Deltocyathus eccentricus;Native;Azores
Cnidaria;Deltocyathus italicus;Native;Azores
Cnidaria;Deltocyathus moseleyi;Native;Azores
Mollusca;Dendrodoris herytra;Native;Azores
Cnidaria;Dendrophyllia alternata;Native;Azores
Cnidaria;Dendrophyllia cornigera;Native;Azores
Cnidaria;Dendrophyllia ramea;Native;Azores
Porifera;Dendroxea lenis;Native;Azores
Cnidaria;Dentomuricea meteor;Native;Azores
Porifera;Desmacella annexa;Native;Azores
Porifera;Desmacella meliorata;NIS;Azores
Cnidaria;Desmophyllum dianthus;Native;Azores
Cnidaria;Desmophyllum pertusum;Native;Azores
Arthropoda;Dexamine spiniventris;Native;Azores
Arthropoda;Dexamine spinosa;Native;Azores
Mollusca;Diacria trispinosa;Native;Azores
Mollusca;Diaphorodoris luteocincta;Native;Azores
Arthropoda;Diastylis tumida;Native;Azores
Chordata;Didemnum candidum;Native;Azores
Chordata;Didemnum lahillei;Native;Azores
Cnidaria;Diphasia alata;Native;Azores
Cnidaria;Diphasia attenuata;Native;Azores
Cnidaria;Diphasia margareta;Native;Azores
Mollusca;Diplodonta rotundata;Native;Azores
Chordata;Diplosoma listerianum;Native;Azores
Bryozoa;Disporella hispida;Native;Azores
Chordata;Distaplia corolla;NIS;Azores
Chordata;Distaplia magnilarva;Native;Azores
Chordata;Distomus hupferi;Native;Azores
Annelida;Ditrupa arietina;Native;Azores
Mollusca;Dondersia todtae;Native;Azores
Mollusca;Doris ocelligera;Native;Azores
Arthropoda;Dosima fascicularis;Native;Azores
Mollusca;Doto floridicola;Native;Azores
Mollusca;Doto furva;Native;Azores
Mollusca;Doto koenneckeri;Native;Azores
Arthropoda;Dromia marmorea;Native;Azores
Arthropoda;Dromia personata;Native;Azores
Cnidaria;Dynamena disticha;Native;Azores
Cnidaria;Dynamena pourtalesi;Native;Azores
Arthropoda;Dynamene bidentata;Native;Azores
Arthropoda;Dynamene edwardsi;Native;Azores
Arthropoda;Dynamene magnitorata;Native;Azores
Porifera;Dysidea fragilis;Native;Azores
Mollusca;Ebala nitidissima;Native;Azores
Arthropoda;Ebalia cranchii;Native;Azores
Arthropoda;Ebalia nux;Native;Azores
Arthropoda;Ebalia tuberosa;Native;Azores
Echinodermata;Echinocardium cordatum;Native;Azores
Echinodermata;Echinocardium flavescens;Native;Azores
Echinodermata;Echinocyamus grandiporus;Native;Azores
Echinodermata;Echinocyamus macrostomus;Native;Azores
Echinodermata;Echinocyamus pusillus;Native;Azores
Arthropoda;Echinogammarus marinus;Native;Azores
Echinodermata;Echinus melo;Native;Azores
Chordata;Ecteinascidia herdmani;Native;Azores
Cnidaria;Ectopleura crocea;NIS;Azores
Mollusca;Elachisina azoreana;Native;Azores
Arthropoda;Elasmopus brasiliensis;Native;Azores
Arthropoda;Elasmopus perditus;Native;Azores
Arthropoda;Elasmopus pocillimanus;Native;Azores
Arthropoda;Elasmopus rapax;Native;Azores
Arthropoda;Elasmopus vachoni;Native;Azores
Cnidaria;Ellisella flagellum;Native;Azores
Mollusca;Elysia ornata;Native;Azores
Mollusca;Elysia viridis;Native;Azores
Cnidaria;Enallopsammia rostrata;Native;Azores
Arthropoda;Endeis spinosa;Native;Azores
Arthropoda;Endeis straughani;Native;Azores
Mollusca;Engina turbinella;Native;Azores
Mollusca;Ensis megistus coseli;Native;Azores
Bryozoa;Entalophoroecia crisioides;Native;Azores
Arthropoda;Ephyrina figueirai;Native;Azores
Mollusca;Epitonium algerianum;Native;Azores
Mollusca;Epitonium celesti;Native;Azores
Mollusca;Epitonium clathratulum;Native;Azores
Mollusca;Epitonium clathrus;Native;Azores
Mollusca;Epitonium pulchellum;Native;Azores
Mollusca;Epitonium turtonis;Native;Azores
Arthropoda;Ericthonius punctatus;Native;Azores
Arthropoda;Eriphia verrucosa;Native;Azores
Cnidaria;Errina atlantica;Native;Azores
Cnidaria;Errina dabneyi;Native;Azores
Mollusca;Ervilia castanea;Native;Azores
Porifera;Erylus discophorus;Native;Azores
Porifera;Erylus mamillaris;Native;Azores
Arthropoda;Ethusa microphthalma;Native;Azores
Arthropoda;Eualus cranchii;Native;Azores
Arthropoda;Eualus lebourae;Native;Azores
Arthropoda;Eualus occultus;Native;Azores
Mollusca;Eubranchus vascoi;Native;Azores
Arthropoda;Eucalanus hyalinus;Native;Azores
Arthropoda;Euchaeta acuta;Native;Azores
Arthropoda;Euchaeta marina;Native;Azores
Arthropoda;Euchaeta media;Native;Azores
Arthropoda;Euchirella rostrata;Native;Azores
Arthropoda;Euchirograpsus liguricus;Native;Azores
Cnidaria;Eudendrium rameum;Native;Azores
Chordata;Eudistoma angolanum;NIS;Azores
Chordata;Eudistoma clarum;Native;Azores
Mollusca;Eudolium bairdii;Native;Azores
Annelida;Eulalia expusilla;Native;Azores
Mollusca;Eulimella scillae;Native;Azores
Arthropoda;Eupelops occultus;Native;Azores
Annelida;Euphrosine armadillo;Native;Azores
Annelida;Euphrosine foliosa;Native;Azores
Annelida;Eupolymnia nebulosa;Native;Azores
Arthropoda;Eurydice affinis;Native;Azores
Arthropoda;Eurydice grimaldii;Native;Azores
Arthropoda;Eurynome aspera;Native;Azores
Arthropoda;Eurynome spinosa;Native;Azores
Arthropoda;Euryozius bouvieri;Native;Azores
Porifera;Eurypon coronula;Native;Azores
Arthropoda;Eurythenes obesus;Native;Azores
Annelida;Eurythoe complanata;Native;Azores
Arthropoda;Eusiroides sarsi;Native;Azores
Annelida;Fabricia stellaris;Native;Azores
Mollusca;Facelina annulicornis;Native;Azores
Mollusca;Favorinus branchialis;Native;Azores
Mollusca;Felimare picta;Native;Azores
Mollusca;Felimare tricolor;Native;Azores
Mollusca;Felimida binza;Native;Azores
Mollusca;Felimida clenchi;Native;Azores
Mollusca;Felimida edmundsi;Native;Azores
Mollusca;Felimida purpurea;Native;Azores
Annelida;Ficopomatus enigmaticus;NIS;Azores
Bryozoa;Figularia figularis;Native;Azores
Cnidaria;Filellum serpens;Native;Azores
Cnidaria;Filellum serratum;Native;Azores
Mollusca;Fiona pinnata;Native;Azores
Mollusca;Firoloida desmarestia;Native;Azores
Cnidaria;Flabellum (Flabellum) chunii;Native;Azores
Cnidaria;Flabellum (Ulocyathus) alabastrum;Native;Azores
Cnidaria;Flabellum extensum;Native;Azores
Mollusca;Flexopecten flexuosus;Native;Azores
Arthropoda;Folsomia thalassophila;Native;Azores
Porifera;Forcepia (Forcepia) psammophila;Native;Azores
Mollusca;Fossarus ambiguus;Native;Azores
Arthropoda;Funchalia danae;Native;Azores
Arthropoda;Funchalia villosa;Native;Azores
Arthropoda;Funchalia woodwardi;Native;Azores
Cnidaria;Fungiacyathus (Bathyactis) marenzelleri;Native;Azores
Cnidaria;Fungiacyathus (Bathyactis) symmetricus;Native;Azores
Arthropoda;Galathea intermedia;Native;Azores
Arthropoda;Galathea squamifera;Native;Azores
Arthropoda;Galathea strigosa;Native;Azores
Mollusca;Galeodea rugosa;Native;Azores
Bryozoa;Galeopsis marionensis;Native;Azores
Arthropoda;Gammarella fucicola;Native;Azores
Arthropoda;Gammaropsis maculata;Native;Azores
Arthropoda;Gammaropsis palmata;Native;Azores
Arthropoda;Gammarus crinicornis;Native;Azores
Arthropoda;Gammarus locusta;Native;Azores
Arthropoda;Gangliopus pyriformis;Native;Azores
Mollusca;Gari costulata;Native;Azores
Mollusca;Gastrana fragilis;Native;Azores
Mollusca;Geitodoris planata;Native;Azores
Arthropoda;Gennadas elegans;Native;Azores
Arthropoda;Gennadas scutatus;Native;Azores
Arthropoda;Gennadas tinayrei;Native;Azores
Arthropoda;Gennadas valens;Native;Azores
Echinodermata;Genocidaris maculata;Native;Azores
Mollusca;Gibberula jansseni;Native;Azores
Mollusca;Gibberula lazaroi;Native;Azores
Mollusca;Gibberula vignali;Native;Azores
Mollusca;Gibbula delgadensis;Native;Azores
Mollusca;Gibbula magus;Native;Azores
Mollusca;Globivenus effossa;Native;Azores
Annelida;Glycera capitata;Native;Azores
Annelida;Glycera tesselata;Native;Azores
Annelida;Glycinde nordmanni;Native;Azores
